incident_type_code,year,incident_count,population,COVID
3.7.3 Maatsch. integriteit (overig),2023,10264,17870298,0
3.7.4 Cybercrime,2012,4487,16749973.083333334,0
3.7.4 Cybercrime,2013,2405,16797746.083333332,0
3.7.4 Cybercrime,2014,1957,16860237.583333332,0
3.7.4 Cybercrime,2015,2152,16927823.666666668,0
3.7.4 Cybercrime,2016,1809,17022094.583333332,0
3.7.4 Cybercrime,2017,2228,17122216.5,0
3.7.4 Cybercrime,2018,2839,17219949.916666668,0
3.7.4 Cybercrime,2019,4718,17335583.083333332,0
3.7.4 Cybercrime,2020,10825,17435574.416666668,1
3.7.4 Cybercrime,2021,14174,17518478.25,1
3.7.4 Cybercrime,2022,13996,17697922.583333332,0
3.7.4 Cybercrime,2023,12029,17870298,0
3.9.1 Horizontale fraude,2012,7961,16749973.083333334,0
3.9.1 Horizontale fraude,2013,5604,16797746.083333332,0
3.9.1 Horizontale fraude,2014,5521,16860237.583333332,0
3.9.1 Horizontale fraude,2015,39318,16927823.666666668,0
3.9.1 Horizontale fraude,2016,65542,17022094.583333332,0
3.9.1 Horizontale fraude,2017,62362,17122216.5,0
3.9.1 Horizontale fraude,2018,65263,17219949.916666668,0
3.9.1 Horizontale fraude,2019,84618,17335583.083333332,0
3.9.1 Horizontale fraude,2020,125446,17435574.416666668,1
3.9.1 Horizontale fraude,2021,117640,17518478.25,1
3.9.1 Horizontale fraude,2022,86734,17697922.583333332,0
3.9.1 Horizontale fraude,2023,88132,17870298,0
3.9.2 Verticale fraude,2012,319,16749973.083333334,0
3.9.2 Verticale fraude,2013,172,16797746.083333332,0
3.9.2 Verticale fraude,2014,221,16860237.583333332,0
3.9.2 Verticale fraude,2015,571,16927823.666666668,0
3.9.2 Verticale fraude,2016,717,17022094.583333332,0
3.9.2 Verticale fraude,2017,536,17122216.5,0
3.9.2 Verticale fraude,2018,457,17219949.916666668,0
3.9.2 Verticale fraude,2019,502,17335583.083333332,0
3.9.2 Verticale fraude,2020,417,17435574.416666668,1
3.9.2 Verticale fraude,2021,383,17518478.25,1
3.9.2 Verticale fraude,2022,307,17697922.583333332,0
3.9.2 Verticale fraude,2023,346,17870298,0
3.9.3 Fraude (overig),2012,27254,16749973.083333334,0
3.9.3 Fraude (overig),2013,23157,16797746.083333332,0
3.9.3 Fraude (overig),2014,21987,16860237.583333332,0
3.9.3 Fraude (overig),2015,14752,16927823.666666668,0
3.9.3 Fraude (overig),2016,2410,17022094.583333332,0
3.9.3 Fraude (overig),2017,1959,17122216.5,0
3.9.3 Fraude (overig),2018,1769,17219949.916666668,0
3.9.3 Fraude (overig),2019,1915,17335583.083333332,0
3.9.3 Fraude (overig),2020,1450,17435574.416666668,1
3.9.3 Fraude (overig),2021,1023,17518478.25,1
3.9.3 Fraude (overig),2022,657,17697922.583333332,0
3.9.3 Fraude (overig),2023,494,17870298,0
